country_id,title_ru,title_ua,title_be,title_en,title_es,title_pt,title_de,title_fr,title_it,title_pl,title_ja,title_lt,title_lv,title_cz
"222","Экваториальная Гвинея","Екваторiальна Гвiнея","Экватарыяльная Гвінэя","Equatorial Guinea","Guinea Ecuatorial","Guiné Equatorial","Äquatorialguinea","Guinée équatoriale","Guinea Equatoriale","Gwinea Równikowa","赤道ギニア","Pusiaujo Gvinėja","Ekvotoriāla Gvineja","Rovníková Guinea"
"92","Камерун","Камерун","Камэрун","Cameroon","Camerún","Camarões","Kamerun","Cameroun","Camerun","Kamerun","カメルーン","Kamerūnas","Kameruna","Kamerun"
"44","Бруней-Даруссалам","Бруней-Дарусалам","Брунэй-Дарусалам","Brunei Darussalam","Brunéi","Brunei Darussalam","Brunei Darussalam","Bruneï","Brunei Darussalam","Brunei","ブルネイ・ダルサラーム","Brunėjaus Dar Es Salamas","Bruneja","Brunej"
"2","Украина","Україна","Украіна","Ukraine","Ucrania","Ucrânia","Ukraine","Ukraine","Ucraina","Ukraina","ウクライナ","Ukraina","Ukraina","Ukrajina"
"230","Черногория","Чорногорiя","Чарнагорыя","Montenegro","Montenegro","Montenegro","Montenegro","Monténégro","Montenegro","Czarnogóra","モンテネグロ","Juodkalnija","Melnkalne","Černá Hora"
"190","Сьерра-Леоне","Сьєрра-Леоне","Сьера-Леонэ","Sierra Leone","Sierra Leona","Serra Leoa","Sierra Leone","Sierra Leone","Sierra Leone","Sierra Leone","シエラレオネ","Siera Leonė","Sjero-Leone","Sierra Leone"
"166","Сальвадор","Сальвадор","Сальвадор","El Salvador","El Salvador","Salvador","El Salvador","Salvador","El Salvador","Salwador","サルバドール","Salvadoras","Salvadora","Salvador"
"142","Новая Зеландия","Нова Зеландiя","Новая Зэляндыя","New Zealand","Nueva Zelanda","Nova Zelândia","Neuseeland","Nouvelle Zélande","Nuova Zelanda","Nowa Zelandia","ニュージーランド","Naujoji Zelandija","Jaunzelande","Nový Zéland"
"183","Сирийская Арабская Республика","Сiрiйська Арабська Республiка","Сырыйская Арабская Рэспубліка","Syria","Siria","República Árabe da Síria","Syrien","Syrie","Siria","Syria","シリア・アラブ共和国","Sirija","Sīrija","Sýrie"
"210","Французская Гвиана","Французька Гвiана","Француская Гвіяна","French Guiana","Guayana Francesa","Guiana Francesa","Französisch-Guayana","Guyane française","Guiana Francese","Gujana Francuska","フランス領ガイアナ","Prancūzijos Gviana","Franču Gviāna","Francouzská Guyana"
"19","Австралия","Австралiя","Аўстралія","Australia","Australia","Austrália","Australien","Australie","Australia","Australia","オーストラリア","Australija","Austrālija","Austrálie"
"26","Андорра","Андорра","Андора","Andorra","Andorra","Andorra","Andorra","Andorre","Andorra","Andorra","アンドラ","Andora","Andora","Andorra"
"51","Венесуэла","Венесуела","Вэнэсуэла","Venezuela","Venezuela","Venezuela","Venezuela","Vénézuela","Venezuela","Wenezuela","ベネズエラ","Venesuela","Venesuela","Venezuela"
"145","Объединенные Арабские Эмираты","Об'єднанi Арабськi Емiрати","Аб'яднаныя Арабскія Эміраты","United Arab Emirates","Emiratos Árabes Unidos","Emirados Árabes Unidos","Vereinigte Arabische Emirate","Emirats Arabes Unis","Emirati Arabi Uniti","Zjednoczone Emiraty Arabskie","アラブ首長国連邦","Jungtiniai Arabų Emyratai","Apvienotie Arābu Emirati","Spojené arabské emiráty"
"168","Сан-Марино","Сан-Марiно","Сан-Марына","San Marino","San Marino","San Marino","San Marino","Saint-Marin","San Marino","San Marino","サンマリノ","San Marinas","Sanmarino","San Marino"
"64","Гвинея-Бисау","Гвiнея-Бiсау","Гвінэя-Бісава","Guinea-Bissau","Guinea-Bissau","Guiné-Bissau","Guinea-Bissau","Guinée Bissau","Guinea-Bissau","Gwinea-Bissau","ギニア・ビサウ","Gvinėja Bisau","Gvineja-Bisava","Guinea-Bissau"
"32","Бангладеш","Бангладеш","Бангладэш","Bangladesh","Bangladesh","Bangladesh","Bangladesch","Bengladesh","Bangladesh","Bangladesz","バングラディシュ","Bangladešas","Bangladeša","Bangladéš"
"42","Ботсвана","Ботсвана","Батсвана","Botswana","Botswana","Botswana","Botswana","Botswana","Botswana","Botswana","ボツワナ","Botsvana","Botstvana","Botswana"
"21","Албания","Албанiя","Альбанія","Albania","Albania","Albânia","Albanien","Albanie","Albania","Albania","アルバニア","Albanija","Albānija","Albánie"
"70","Гренландия","Гренландiя","Грэнляндыя","Greenland","Groenlandia","Gronelândia<br>","Grönland","Groenland","Groenlandia","Grenlandia","グリーンランド","Grenlandija","Grenlande","Grónsko"
"232","Южный Судан","Південний Судан","Паўднёвы Судан","South Sudan","Sudán del Sur","Sudão do Sul","Republik Südsudan","République du Soudan du Sud","Repubblica del Sudan del Sud","Sudan Południowy","南スーダン","Pietų Sudanas ","South Sudan","Jižní Súdán"
"173","Северная Корея","Пiвнiчна Корея","Паўночная Карэя","North Korea","Corea del Norte","Coreia do Norte","Nordkorea","Corée du Nord","Corea del Nord","Korea Północna","北朝鮮","Šiaurės Korėja","Ziemeļkoreja","Severní Korea"
"148","Остров Норфолк","Острiв Норфолк","Выспа Норфалк","Norfolk Island","Islas Norfolk","Ilha Norfolk","Norfolkinsel","Ile Norfolk","Isola di Norfolk","Wyspa Norfolk","ノーフォーク諸島","Norfolko sala","Norfolka","Ostrov Norfolk"
"53","Виргинские острова, США","Вiргiнськi острови, США","Віргінскія выспы, ЗША","US Virgin Islands","Islas Virginia (EE.UU.)","Ilhas Virgens Americanas","US Jungferninseln","Iles Vierges Américaines","Isole Virgin degli Stati Uniti","Amerykańskie Wyspy Dziewicze","アメリカ領ヴァージン諸島","Mergelių salos, JAV","Virdžīnijas salas, ASV","Americké Panenské ostrovy"
"67","Гондурас","Гондурас","Гандурас","Honduras","Honduras","Gordura","Honduras","Honduras","Honduras","Honduras","ホンジュラス","Hondūras","Gondurasa","Honduras"
"75","Доминиканская Республика","Домiнiканська Республiка","Дамініканская Рэспубліка","Dominican Republic","República Dominicana","República Dominicana","Dominikanische Republik","République dominicaine","Repubblica Domenicana","Dominikana","ドミニカ共和国","Dominikos Respublika","Dominikānas Republika","Dominikánská republika"
"61","Гваделупа","Гваделупа","Ґўадэлюпа","Guadeloupe","Guadalupe (Francia)","Guadalupe","Guadeloupe","Guadeloupe","Guadeloupe","Guadeloupa","グアドループ","Gvadelupa","Gvadelupa","Guadeloupe"
"105","Кувейт","Кувейт","Кувэйт","Kuwait","Kuwait","Kuwait<br>","Kuwait","Koweït","Kuwait","Kuwejt","クウェート","Kuveitas","Kuveita","Kuvajt"
"213","Центрально-Африканская Республика","Центральноафриканська Республiка","Цэнтральна-Афрыканская Рэспубліка","Central African Republic","República Centroafricana","República Centro-Africana","Zentralafrikanische Republik","République centrafricaine","Repubblica Centro Africana","Republika Środkowo-Afrykańska","中央アフリカ共和国","Centrinės Afrikos Respublika","Centrālāfrikas Republika","Středoafrická republika"
"174","Северные Марианские острова","Пiвнiчнi Марiанськi острови","Паўночныя Марыянскія выспы","Northern Mariana Islands","Islas Marianas del Norte","Ilhas Marianas","Nördliche Marianen","Iles Mariannes du Nord","Isole Northern Mariana","Wyspy Północnej Mariany","北マリアナ諸島","Šiaurės Marianų salos","Ziemeļu Marianas Salas","Mariánské ostrovy"
"215","Чехия","Чехiя","Чэхія","Czech Republic","Chequia","República Checa","Tschechische Republik","République tchèque","Repubblica Ceca","Czechy","チェコ","Čekija","Čehija","Česká republika"
"139","Нидерланды","Нiдерланди","Нідэрлянды","Netherlands","Holanda","Países Baixos","Niederlande","Pays-Bas","Olanda","Holandia","オランダ","Nyderlandai","Nīderlande","Nizozemsko"
"52","Виргинские острова, Британские","Вiргiнськi острови, Британськi","Віргінскія выспы, Брытанскія","British Virgin Islands","Islas Vírgenes Británicas","Ilhas Virgens Britânicas","Britische Jungferninseln","Iles Vierges Britanniques","Isole Virgin Britanniche","Brytyjskie Wyspy Dziewicze","イギリス領ヴァージン諸島","Mergelių salos, Didžioji Britanija","Virdžīnijas salas, Apvienotā Karaliste","Britské Panenské ostrovy"
"169","Сан-Томе и Принсипи","Сан-Томе i Прiнсiпi","Сан-Тамэ й Прынсыпі","São Tomé and Príncipe","Santo Tomé y Príncipe","São Tomé e Príncipe","São Tomé und Príncipe","Sao-Tomé et Principe","São Tomé e Príncipe","Wyspy São Tomé i Książęca","サントメ・プリンシペ","San Tomė ir Prinsipė","San Tome un Prinsipi","Svatý Tomáš a Princův ostrov"
"46","Бурунди","Бурундi","Бурундзі","Burundi","Burundi","Burundi","Burundi","Burundi","Burundi","Burundi","ブルンジ","Burundis","Burundi","Burundi"
"189","Суринам","Сурiнам","Сурынам","Suriname","Surinam","Suriname","Suriname","Surinam","Suriname","Surinam","スリナム","Surinamas","Surinama","Surinam"
"150","Острова Кука","Острови Кука","Выспы Кука","Cook Islands","Islas Cook","Ilha Cook","Cook-Inseln","Iles Cook","Isole Cook","Wyspy Cooka","クック諸島","Kuko salos","Kūka salas","Cookovy ostrovy"
"172","Святая Елена","Святої Єлени","Сьвятая Алена","Saint Helena","Santa Helena","Santa Elena","St. Helena","Sainte Hélène","Sant'Elena","Wyspa Św. Heleny","セントヘレナ","ŠV. Elenos sala","Svētās Helēnas Sala","Svatá Helena"
"178","Сент-Китс и Невис","Сент-Китс i Невiс","Сэнт-Кітз і Нэвіс","Saint Kitts and Nevis","San Cristóbal y Nieves","São Cristóvão e Nevis","St. Kitts und Nevis","Saint-Christophe et Niévès","Saint Kitts e Nevis","Saint Kitts i Nevis","クリストファー・ネイビス","Sent Kitsas ir Nevis","Sentkitsa un Nevisa","Svatý Kryštof a Nevis"
"208","Фолклендские острова","Фолклендськi острови","Фальклэндзкія выспы","Falkland Islands","Islas Malvinas","Ilhas Malvinas","Falkland Inseln","Iles Malouines","Isole Falkland/Malvinas","Wyspy Falklandzkie","フォークランド諸島","Folklendų salos","Folklendas salas","Falklandské ostrovy"
"48","Вануату","Вануату","Вануату","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Vanuatu","バヌアツ","Vanuatu","Vanuatu","Vanuatu"
"226","Южная Корея","Пiвденна Корея","Паўднёвая Карэя","South Korea","Corea del Sur","Coreia do Sul","Südkorea","Corée du Sud","Corea del Sud","Korea Południowa","大韓民国","Pietų Korėja","Dienvidkoreja","Jižní Korea"
"227","Южно-Африканская Республика","Пiвденно-Африканська Республiка","Паўднёва-Афрыканская Рэспубліка","South Africa","República de Sudáfrica","República da África do Sul","Südafrika","Afrique du Sud","Sud Africa","RPA","南アフリカ共和国","Pietų Afrikos Respublika","Dienvidāfrikas Republika","Jihoafrická republika"
"55","Вьетнам","В'єтнам","Віетнам","Vietnam","Vietnam","Vietname","Vietnam","Vietnam","Vietnam","Wietnam","ヴェトナム","Vietnamas","Vjetnama","Vietnam"
"101","Конго, демократическая республика","Конго, демократична республiка","Конга, дэмакратычная рэспубліка","Congo, Democratic Republic","República Democrática del Congo","República Democrática do Congo","Kongo, Demokratische Republik","République démocratique du Congo","Congo, Repubblica Democratica","Demokratyczna Republika Konga","コンゴ民主共和国","Kongo Demokratinė Respublika","Kongo Demokrātiskā Republika","Demokratická republika Kongo"
"76","Египет","Єгипет","Эгіпэт","Egypt","Egipto","Egito","Ägypten","Egypte","Egitto","Egipt","エジプト","Egiptas","Ēģipte","Egypt"
"96","Кирибати","Кiрiбатi","Кірыбаты","Kiribati","Kiribati","Kiribati","Kiribati","Kiribati","Kiribati","Kiribati","キリバス","Kiribatis","Ķiribati","Kiribati"
"162","Пуэрто-Рико","Пуерто-Рiко","Пуэрта-Рыка","Puerto Rico","Puerto Rico","Porto Rico","Puerto Rico","Porto Rico","Puerto Rico","Puerto Rico","プエルトリコ","Puerto Rikas","Puerto Riko","Portoriko"
"223","Эритрея","Ерiтрея","Эрытрэя","Eritrea","Eritrea","Eritreia","Eritrea","Erythrée","Eritrea","Erytrea","エリトリア","Eritrėja","Eritreja","Eritrea"
"211","Французская Полинезия","Французька Полiнезiя","Француская Палінэзія","French Polynesia","Polinesia Francesa","Polinésia Francesa","Französisch Polynesien","Polynésie française","Polinesia Francese","Polinezja Francuska","フランス領ポリネシア","Prancūzijos Polinezija","Fraņču Polinēzija","Francouzská Polynésie"
"151","Острова Теркс и Кайкос","Острови Теркс i Кайкос","Выспы Тэркс і Кайкос","Turks and Caicos Islands","Islas Turcas y Caicos","Ilhas Turcas e Caicos","Turks- und Caicos Inseln","Iles Turques et Caïques","Isole Turks e Caicos","Turks i Caicos","タークス・カイコス諸島","Terkso ir Kaikoso salos","Tērksas un Kaikosas","Ostrovy Turks a Caicos"
"157","Парагвай","Парагвай","Параґвай","Paraguay","Paraguay","Paraguai","Paraguay","Paraguay","Paraguay","Paragwaj","パラグアイ","Paragvajus","Paragvaja","Paraguay"
"160","Польша","Польща","Польшча","Poland","Polonia","Polónia","Polen","Pologne","Polonia","Polska","ポーランド","Lenkija","Polija","Polsko"
"177","Сент-Винсент","Сент-Вiнсент","Сэнт-Вінцэнт","Saint Vincent and the Grenadines","San Vicente","São Vicente","St. Vincent und die Grenadinen","Saint-Vincent","Saint Vincent e Grenadines","Saint Vincent i Grenadyny","セントビンセント","Sent Vincentas","Sentvinsenta","Svatý Vincent a Grenadiny"
"154","Палестинская автономия","Палестинська автономiя","Палестынская аўтаномія","Palestine","Palestina","Autoridade Nacional Palestiniana","Palestina","Palestine","ANP","Palestyna","パレスティナ自治区","Palestinos teritorija","Palestīnas autonomija","Palestina"
"219","Шпицберген и Ян Майен","Шпiцберген i Ян Майен","Шпіцбэрґен і Ян Маен","Svalbard and Jan Mayen","Spitsbergen y Jan Mayen","Spitsbergen  e Jan Mayen","Svalbard und Jan Mayen","Spitzberg et Jan Mayen","Svalbard e Jan Mayen","Svalbard i Jan Mayen","スピッツベルゲン島・ヤンマイエン島","Svalbardo ir Jan Majen salos","Špicbergena","Špicberky a Jan Mayen"
"22","Алжир","Алжир","Альжыр","Algeria","Argelia","Argélia","Algerien","Algérie","Algeria","Algeria","アルジェリア","Alžyras","Alžīrija","Alžírsko"
"33","Барбадос","Барбадос","Барбадос","Barbados","Barbados","Barbados","Barbados","Barbades","Barbados","Barbados","バルバドス","Barbadosas","Barbadosa","Barbados"
"45","Буркина-Фасо","Буркина-Фасо","Буркіна-Фасо","Burkina Faso","Burkina Faso","Burkina Faso","Burkina Faso","Burkina Faso","Burkina Faso","Burkina Faso","ブルキナファソ","Burkina Faso","Burkinafaso","Burkina Faso"
"98","Колумбия","Колумбiя","Калюмбія","Colombia","Colombia","Colômbia","Kolumbien","Colombie","Colombia","Kolumbia","コロンビア","Kolumbija","Kolumbija","Kolumbie"
"86","Исландия","Iсландiя","Ісьляндыя","Iceland","Islandia","Islândia","Island","Islande","Islanda","Islandia","アイスランド","Islandija","Īslande","Island"
"121","Мальдивы","Мальдiви","Мальдывы","Maldives","Maldivas","Maldivas","Malediven","Maldives","Maldive","Malediwy","モルジブ","Maldyvai","Maldīvas","Maledivy"
"125","Маршалловы Острова","Маршаловi острови","Маршалавыя Выспы","Marshall Islands","Islas Marshall","Ilhas Marshall","Marshallinseln","Iles Marshall","Isole Marshall","Wyspy Marshalla","マーシャル諸島","Maršalų salos","Maršalu salas","Marhallovy ostrovy"
"127","Микронезия, федеративные штаты","Мiкронезiя, федеративнi штати","Мікранэзія, фэдэратыўныя штаты","Micronesia","Estados Federados de Micronesia","Micronésia","Mikronesien","Etats fédérés de Micronésie","Micronesia","Mikronezja","ミクロネシア連邦","Mikronezijos Federacinės Valstijos","Mikronēzija","Mikronésie"
"159","Питкерн","Пiткерн","Піткэрн","Pitcairn Islands","Islas Pitcairn","Ilhas Pitcairn","Pitcairn-Inseln","Iles Pitcairn","Isole Pitcairn","Wyspy Pitcairn","ピトケアン諸島","Pitkernas","Pitkerna","Pitcairnovy ostrovy"
"180","Сент-Пьер и Микелон","Сент-Пьєр i Мiкелон","Сэн-П’ер і Мікелён","Saint Pierre and Miquelon","San Pedro y Miguelón","Saint-Pierre e Miquelon","Saint-Pierre und Miquelon","Saint-Pierre et Miquelon","Saint Pierre e Miquelon","Saint Pierre i Miquelon","サンピエール島・ミクロン島","Sen Pjeras ir Mikelonas","Senpjēra un Mikelona","Saint-Pierre a Miquelon"
"218","Швеция","Швецiя","Швэцыя","Sweden","Suecia","Suécia","Schweden","Suède","Svezia","Szwecja","スウェーデン","Švedija","Zviedrija","Švédsko"
"23","Американское Самоа","Американське Самоа","Амэрыканскае Самоа","American Samoa","Samoa Americana","Samoa Americana","Amerikanisch Samoa","Samoa américaines","Samoa Americana","Samoa Amerykańskie","アメリカ領サモア","Amerikos Samoa","Amerikas Samoa","Americká Samoa"
"27","Антигуа и Барбуда","Антiгуа i Барбуда","Антыгуа і Барбуда","Antigua and Barbuda","Antigua y Barbuda","Antígua e Barbuda","Antigua und Barbuda","Antigua et Barbuda","Antigua e Barbuda","Antigua i Barbuda","アンティグア・バーブーダ","Antikva ir Barbuda","Antigva un Barbuda","Antigua a Barbuda"
"28","Аргентина","Аргентина","Аргентына","Argentina","Argentina","Argentina","Argentinien","Argentine","Argentina","Argentyna","アルゼンチン","Argentina","Argentīna","Argentina"
"6","Армения","Вiрменiя","Арменія","Armenia","Armenia","Arménia","Armenien","Arménie","Armenia","Armenia","アルメニア","Armėnija","Armēnija","Arménie"
"91","Камбоджа","Камбоджа","Камбоджа","Cambodia","Camboya","Camboja","Kambodscha","Cambodge","Cambogia","Kambodża","カンボジア","Kambodža","Kambodža","Kambodža"
"235","Бонайре, Синт-Эстатиус и Саба","Бонайре, Сінт-Естатіус і Саба","Банайрэ, Сінт-Эстатыюс і Саба","Bonaire, Sint Eustatius and Saba","Bonaire, San Eustaquio y Saba","Bonaire, Santo Eustáquio e Saba ","Bonaire, Sint Eustatius und Saba","Bonaire, Saint-Eustache et Saba","Bonaire, Sint Eustatius e Saba","Bonaire, Sint Eustatius i Saba","BES諸島","Bonairė, Sint Estatijus ir Saba","Bonaire, Sint Eustatius and Saba","Karibské Nizozemsko"
"161","Португалия","Португалiя","Партугалія","Portugal","Portugal","Portugal","Portugal","Portugal","Portogallo","Portugalia","ポルトガル","Portugalija","Portugāle","Portugalsko"
"179","Сент-Люсия","Сент-Люсiя","Сэнт-Люсія","Saint Lucia","Santa Lucía","Santa Lúcia","St. Lucia","Sainte-Lucie","Saint Lucia","Santa Lucia","セントルシア","Sent Liucija","Sentlusija","Svatá Lucie"
"41","Босния и Герцеговина","Боснiя i Герцеговина","Босьнія й Герцаґавіна","Bosnia and Herzegovina","Bosnia y Herzegovina","Bósnia e Herzegovina","Bosnien-Herzegowina","Bosnie Herzégovine","Bosnia Herzegovina","Bośnia and Herzegowina","ボスニア・ヘルツェゴビナ","Bosnija ir Hercegovina","Bosnija un Hercogovīna","Bosna a Hercegovina"
"111","Лихтенштейн","Лiхтенштейн","Ліхтэнштайн","Liechtenstein","Liechtenstein","Liechtenstein","Liechtenstein","Liechtenstein","Liechtenstein","Liechtenstein","リヒテンシュタイン","Lichtenšteinas","Lihtenšteina","Lichtenštejnsko"
